,Pclass,Age,SibSp,Parch,0,1,2,3,4,AgeBin_Code,FamilySize,isAlone
358,3,21.773972602739725,0,0,1.0,0.0,0.0,1.0,0.0,1,0,True
359,3,21.773972602739725,0,0,1.0,0.0,0.0,1.0,0.0,1,0,True
360,3,40.0,1,4,0.0,1.0,0.0,0.0,1.0,2,5,False
361,2,29.0,1,0,0.0,1.0,1.0,0.0,0.0,1,1,False
362,3,45.0,0,1,1.0,0.0,1.0,0.0,0.0,2,1,False
363,3,35.0,0,0,0.0,1.0,0.0,0.0,1.0,2,0,True
364,3,32.368090452261306,1,0,0.0,1.0,0.0,1.0,0.0,1,1,False
365,3,30.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
366,1,60.0,1,0,1.0,0.0,1.0,0.0,0.0,3,1,False
367,3,35.898148148148145,0,0,1.0,0.0,1.0,0.0,0.0,2,0,True
368,3,21.773972602739725,0,0,1.0,0.0,0.0,1.0,0.0,1,0,True
369,1,24.0,0,0,1.0,0.0,1.0,0.0,0.0,1,0,True
370,1,25.0,1,0,0.0,1.0,1.0,0.0,0.0,1,1,False
371,3,18.0,1,0,0.0,1.0,0.0,0.0,1.0,1,1,False
372,3,19.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
373,1,22.0,0,0,0.0,1.0,1.0,0.0,0.0,1,0,True
374,3,3.0,3,1,1.0,0.0,0.0,0.0,1.0,0,4,False
375,1,35.898148148148145,1,0,1.0,0.0,1.0,0.0,0.0,2,1,False
376,3,22.0,0,0,1.0,0.0,0.0,0.0,1.0,1,0,True
377,1,27.0,0,2,0.0,1.0,1.0,0.0,0.0,1,2,False
378,3,20.0,0,0,0.0,1.0,1.0,0.0,0.0,1,0,True
379,3,19.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
380,1,42.0,0,0,1.0,0.0,1.0,0.0,0.0,2,0,True
381,3,1.0,0,2,1.0,0.0,1.0,0.0,0.0,0,2,False
382,3,32.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
383,1,35.0,1,0,1.0,0.0,0.0,0.0,1.0,2,1,False
384,3,32.368090452261306,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
385,2,18.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
386,3,1.0,5,2,0.0,1.0,0.0,0.0,1.0,0,7,False
387,2,36.0,0,0,1.0,0.0,0.0,0.0,1.0,2,0,True
388,3,32.368090452261306,0,0,0.0,1.0,0.0,1.0,0.0,1,0,True
389,2,17.0,0,0,1.0,0.0,1.0,0.0,0.0,1,0,True
390,1,36.0,1,2,0.0,1.0,0.0,0.0,1.0,2,3,False
391,3,21.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
392,3,28.0,2,0,0.0,1.0,0.0,0.0,1.0,1,2,False
393,1,23.0,1,0,1.0,0.0,1.0,0.0,0.0,1,1,False
394,3,24.0,0,2,1.0,0.0,0.0,0.0,1.0,1,2,False
395,3,22.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
396,3,31.0,0,0,1.0,0.0,0.0,0.0,1.0,1,0,True
397,2,46.0,0,0,0.0,1.0,0.0,0.0,1.0,2,0,True
398,2,23.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
399,2,28.0,0,0,1.0,0.0,0.0,0.0,1.0,1,0,True
400,3,39.0,0,0,0.0,1.0,0.0,0.0,1.0,2,0,True
401,3,26.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
402,3,21.0,1,0,1.0,0.0,0.0,0.0,1.0,1,1,False
403,3,28.0,1,0,0.0,1.0,0.0,0.0,1.0,1,1,False
404,3,20.0,0,0,1.0,0.0,0.0,0.0,1.0,1,0,True
405,2,34.0,1,0,0.0,1.0,0.0,0.0,1.0,2,1,False
406,3,51.0,0,0,0.0,1.0,0.0,0.0,1.0,3,0,True
407,2,3.0,1,1,0.0,1.0,0.0,0.0,1.0,0,2,False
408,3,21.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
409,3,21.773972602739725,3,1,1.0,0.0,0.0,0.0,1.0,1,4,False
410,3,32.368090452261306,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
411,3,32.368090452261306,0,0,0.0,1.0,0.0,1.0,0.0,1,0,True
412,1,33.0,1,0,1.0,0.0,0.0,1.0,0.0,2,1,False
413,2,32.368090452261306,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
414,3,44.0,0,0,0.0,1.0,0.0,0.0,1.0,2,0,True
415,3,35.898148148148145,0,0,1.0,0.0,0.0,0.0,1.0,2,0,True
416,2,34.0,1,1,1.0,0.0,0.0,0.0,1.0,2,2,False
417,2,18.0,0,2,1.0,0.0,0.0,0.0,1.0,1,2,False
418,2,30.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
419,3,10.0,0,2,1.0,0.0,0.0,0.0,1.0,0,2,False
420,3,32.368090452261306,0,0,0.0,1.0,1.0,0.0,0.0,1,0,True
421,3,21.0,0,0,0.0,1.0,0.0,1.0,0.0,1,0,True
422,3,29.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
423,3,28.0,1,1,1.0,0.0,0.0,0.0,1.0,1,2,False
424,3,18.0,1,1,0.0,1.0,0.0,0.0,1.0,1,2,False
425,3,32.368090452261306,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
426,2,28.0,1,0,1.0,0.0,0.0,0.0,1.0,1,1,False
427,2,19.0,0,0,1.0,0.0,0.0,0.0,1.0,1,0,True
428,3,32.368090452261306,0,0,0.0,1.0,0.0,1.0,0.0,1,0,True
429,3,32.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
430,1,28.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
431,3,35.898148148148145,1,0,1.0,0.0,0.0,0.0,1.0,2,1,False
432,2,42.0,1,0,1.0,0.0,0.0,0.0,1.0,2,1,False
433,3,17.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
434,1,50.0,1,0,0.0,1.0,0.0,0.0,1.0,3,1,False
435,1,14.0,1,2,1.0,0.0,0.0,0.0,1.0,0,3,False
436,3,21.0,2,2,1.0,0.0,0.0,0.0,1.0,1,4,False
437,2,24.0,2,3,1.0,0.0,0.0,0.0,1.0,1,5,False
438,1,64.0,1,4,0.0,1.0,0.0,0.0,1.0,3,5,False
439,2,31.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
440,2,45.0,1,1,1.0,0.0,0.0,0.0,1.0,2,2,False
441,3,20.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
442,3,25.0,1,0,0.0,1.0,0.0,0.0,1.0,1,1,False
443,2,28.0,0,0,1.0,0.0,0.0,0.0,1.0,1,0,True
444,3,32.368090452261306,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
445,1,4.0,0,2,0.0,1.0,0.0,0.0,1.0,0,2,False
446,2,13.0,0,1,1.0,0.0,0.0,0.0,1.0,0,1,False
447,1,34.0,0,0,0.0,1.0,0.0,0.0,1.0,2,0,True
448,3,5.0,2,1,1.0,0.0,1.0,0.0,0.0,0,3,False
449,1,52.0,0,0,0.0,1.0,0.0,0.0,1.0,3,0,True
450,2,36.0,1,2,0.0,1.0,0.0,0.0,1.0,2,3,False
451,3,32.368090452261306,1,0,0.0,1.0,0.0,0.0,1.0,1,1,False
452,1,30.0,0,0,0.0,1.0,1.0,0.0,0.0,1,0,True
453,1,49.0,1,0,0.0,1.0,1.0,0.0,0.0,3,1,False
454,3,32.368090452261306,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
455,3,29.0,0,0,0.0,1.0,1.0,0.0,0.0,1,0,True
456,1,65.0,0,0,0.0,1.0,0.0,0.0,1.0,4,0,True
457,1,35.898148148148145,1,0,1.0,0.0,0.0,0.0,1.0,2,1,False
458,2,50.0,0,0,1.0,0.0,0.0,0.0,1.0,3,0,True
459,3,32.368090452261306,0,0,0.0,1.0,0.0,1.0,0.0,1,0,True
460,1,48.0,0,0,0.0,1.0,0.0,0.0,1.0,2,0,True
461,3,34.0,0,0,0.0,1.0,0.0,0.0,1.0,2,0,True
462,1,47.0,0,0,0.0,1.0,0.0,0.0,1.0,2,0,True
463,2,48.0,0,0,0.0,1.0,0.0,0.0,1.0,2,0,True
464,3,32.368090452261306,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
465,3,38.0,0,0,0.0,1.0,0.0,0.0,1.0,2,0,True
466,2,32.368090452261306,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
467,1,56.0,0,0,0.0,1.0,0.0,0.0,1.0,3,0,True
468,3,32.368090452261306,0,0,0.0,1.0,0.0,1.0,0.0,1,0,True
469,3,0.75,2,1,1.0,0.0,1.0,0.0,0.0,0,3,False
470,3,32.368090452261306,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
471,3,38.0,0,0,0.0,1.0,0.0,0.0,1.0,2,0,True
472,2,33.0,1,2,1.0,0.0,0.0,0.0,1.0,2,3,False
473,2,23.0,0,0,1.0,0.0,1.0,0.0,0.0,1,0,True
474,3,22.0,0,0,1.0,0.0,0.0,0.0,1.0,1,0,True
475,1,32.368090452261306,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
476,2,34.0,1,0,0.0,1.0,0.0,0.0,1.0,2,1,False
477,3,29.0,1,0,0.0,1.0,0.0,0.0,1.0,1,1,False
478,3,22.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
479,3,2.0,0,1,1.0,0.0,0.0,0.0,1.0,0,1,False
480,3,9.0,5,2,0.0,1.0,0.0,0.0,1.0,0,7,False
481,2,32.368090452261306,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
482,3,50.0,0,0,0.0,1.0,0.0,0.0,1.0,3,0,True
483,3,63.0,0,0,1.0,0.0,0.0,0.0,1.0,3,0,True
484,1,25.0,1,0,0.0,1.0,1.0,0.0,0.0,1,1,False
485,3,21.773972602739725,3,1,1.0,0.0,0.0,0.0,1.0,1,4,False
486,1,35.0,1,0,1.0,0.0,0.0,0.0,1.0,2,1,False
487,1,58.0,0,0,0.0,1.0,1.0,0.0,0.0,3,0,True
488,3,30.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
489,3,9.0,1,1,0.0,1.0,0.0,0.0,1.0,0,2,False
490,3,32.368090452261306,1,0,0.0,1.0,0.0,0.0,1.0,1,1,False
491,3,21.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
492,1,55.0,0,0,0.0,1.0,0.0,0.0,1.0,3,0,True
493,1,71.0,0,0,0.0,1.0,1.0,0.0,0.0,4,0,True
494,3,21.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
495,3,32.368090452261306,0,0,0.0,1.0,1.0,0.0,0.0,1,0,True
496,1,54.0,1,0,1.0,0.0,1.0,0.0,0.0,3,1,False
497,3,32.368090452261306,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
498,1,25.0,1,2,1.0,0.0,0.0,0.0,1.0,1,3,False
499,3,24.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
500,3,17.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
501,3,21.0,0,0,1.0,0.0,0.0,1.0,0.0,1,0,True
502,3,21.773972602739725,0,0,1.0,0.0,0.0,1.0,0.0,1,0,True
503,3,37.0,0,0,1.0,0.0,0.0,0.0,1.0,2,0,True
504,1,16.0,0,0,1.0,0.0,0.0,0.0,1.0,0,0,True
505,1,18.0,1,0,0.0,1.0,1.0,0.0,0.0,1,1,False
506,2,33.0,0,2,1.0,0.0,0.0,0.0,1.0,2,2,False
507,1,32.368090452261306,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
508,3,28.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
509,3,26.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
510,3,29.0,0,0,0.0,1.0,0.0,1.0,0.0,1,0,True
511,3,32.368090452261306,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
512,1,36.0,0,0,0.0,1.0,0.0,0.0,1.0,2,0,True
513,1,54.0,1,0,1.0,0.0,1.0,0.0,0.0,3,1,False
514,3,24.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
515,1,47.0,0,0,0.0,1.0,0.0,0.0,1.0,2,0,True
516,2,34.0,0,0,1.0,0.0,0.0,0.0,1.0,2,0,True
517,3,32.368090452261306,0,0,0.0,1.0,0.0,1.0,0.0,1,0,True
518,2,36.0,1,0,1.0,0.0,0.0,0.0,1.0,2,1,False
519,3,32.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
520,1,30.0,0,0,1.0,0.0,0.0,0.0,1.0,1,0,True
521,3,22.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
522,3,32.368090452261306,0,0,0.0,1.0,1.0,0.0,0.0,1,0,True
523,1,44.0,0,1,1.0,0.0,1.0,0.0,0.0,2,1,False
524,3,32.368090452261306,0,0,0.0,1.0,1.0,0.0,0.0,1,0,True
525,3,40.5,0,0,0.0,1.0,0.0,1.0,0.0,2,0,True
526,2,50.0,0,0,1.0,0.0,0.0,0.0,1.0,3,0,True
527,1,32.368090452261306,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
528,3,39.0,0,0,0.0,1.0,0.0,0.0,1.0,2,0,True
529,2,23.0,2,1,0.0,1.0,0.0,0.0,1.0,1,3,False
530,2,2.0,1,1,1.0,0.0,0.0,0.0,1.0,0,2,False
531,3,32.368090452261306,0,0,0.0,1.0,1.0,0.0,0.0,1,0,True
532,3,17.0,1,1,0.0,1.0,1.0,0.0,0.0,1,2,False
533,3,35.898148148148145,0,2,1.0,0.0,1.0,0.0,0.0,2,2,False
534,3,30.0,0,0,1.0,0.0,0.0,0.0,1.0,1,0,True
535,2,7.0,0,2,1.0,0.0,0.0,0.0,1.0,0,2,False
536,1,45.0,0,0,0.0,1.0,0.0,0.0,1.0,2,0,True
537,1,30.0,0,0,1.0,0.0,1.0,0.0,0.0,1,0,True
538,3,32.368090452261306,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
539,1,22.0,0,2,1.0,0.0,1.0,0.0,0.0,1,2,False
540,1,36.0,0,2,1.0,0.0,0.0,0.0,1.0,2,2,False
541,3,9.0,4,2,1.0,0.0,0.0,0.0,1.0,0,6,False
542,3,11.0,4,2,1.0,0.0,0.0,0.0,1.0,0,6,False
543,2,32.0,1,0,0.0,1.0,0.0,0.0,1.0,1,1,False
544,1,50.0,1,0,0.0,1.0,1.0,0.0,0.0,3,1,False
545,1,64.0,0,0,0.0,1.0,0.0,0.0,1.0,3,0,True
546,2,19.0,1,0,1.0,0.0,0.0,0.0,1.0,1,1,False
547,2,32.368090452261306,0,0,0.0,1.0,1.0,0.0,0.0,1,0,True
548,3,33.0,1,1,0.0,1.0,0.0,0.0,1.0,2,2,False
549,2,8.0,1,1,0.0,1.0,0.0,0.0,1.0,0,2,False
550,1,17.0,0,2,0.0,1.0,1.0,0.0,0.0,1,2,False
551,2,27.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
552,3,32.368090452261306,0,0,0.0,1.0,0.0,1.0,0.0,1,0,True
553,3,22.0,0,0,0.0,1.0,1.0,0.0,0.0,1,0,True
554,3,22.0,0,0,1.0,0.0,0.0,0.0,1.0,1,0,True
555,1,62.0,0,0,0.0,1.0,0.0,0.0,1.0,3,0,True
556,1,48.0,1,0,1.0,0.0,1.0,0.0,0.0,2,1,False
557,1,32.368090452261306,0,0,0.0,1.0,1.0,0.0,0.0,1,0,True
558,1,39.0,1,1,1.0,0.0,0.0,0.0,1.0,2,2,False
559,3,36.0,1,0,1.0,0.0,0.0,0.0,1.0,2,1,False
560,3,32.368090452261306,0,0,0.0,1.0,0.0,1.0,0.0,1,0,True
561,3,40.0,0,0,0.0,1.0,0.0,0.0,1.0,2,0,True
562,2,28.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
563,3,32.368090452261306,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
564,3,21.773972602739725,0,0,1.0,0.0,0.0,0.0,1.0,1,0,True
565,3,24.0,2,0,0.0,1.0,0.0,0.0,1.0,1,2,False
566,3,19.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
567,3,29.0,0,4,1.0,0.0,0.0,0.0,1.0,1,4,False
568,3,32.368090452261306,0,0,0.0,1.0,1.0,0.0,0.0,1,0,True
569,3,32.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
570,2,62.0,0,0,0.0,1.0,0.0,0.0,1.0,3,0,True
571,1,53.0,2,0,1.0,0.0,0.0,0.0,1.0,3,2,False
572,1,36.0,0,0,0.0,1.0,0.0,0.0,1.0,2,0,True
573,3,21.773972602739725,0,0,1.0,0.0,0.0,1.0,0.0,1,0,True
574,3,16.0,0,0,0.0,1.0,0.0,0.0,1.0,0,0,True
575,3,19.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
576,2,34.0,0,0,1.0,0.0,0.0,0.0,1.0,2,0,True
577,1,39.0,1,0,1.0,0.0,0.0,0.0,1.0,2,1,False
578,3,35.898148148148145,1,0,1.0,0.0,1.0,0.0,0.0,2,1,False
579,3,32.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
580,2,25.0,1,1,1.0,0.0,0.0,0.0,1.0,1,2,False
581,1,39.0,1,1,1.0,0.0,1.0,0.0,0.0,2,2,False
582,2,54.0,0,0,0.0,1.0,0.0,0.0,1.0,3,0,True
583,1,36.0,0,0,0.0,1.0,1.0,0.0,0.0,2,0,True
584,3,32.368090452261306,0,0,0.0,1.0,1.0,0.0,0.0,1,0,True
585,1,18.0,0,2,1.0,0.0,0.0,0.0,1.0,1,2,False
586,2,47.0,0,0,0.0,1.0,0.0,0.0,1.0,2,0,True
587,1,60.0,1,1,0.0,1.0,1.0,0.0,0.0,3,2,False
588,3,22.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
589,3,32.368090452261306,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
590,3,35.0,0,0,0.0,1.0,0.0,0.0,1.0,2,0,True
591,1,52.0,1,0,1.0,0.0,1.0,0.0,0.0,3,1,False
592,3,47.0,0,0,0.0,1.0,0.0,0.0,1.0,2,0,True
593,3,21.773972602739725,0,2,1.0,0.0,0.0,1.0,0.0,1,2,False
594,2,37.0,1,0,0.0,1.0,0.0,0.0,1.0,2,1,False
595,3,36.0,1,1,0.0,1.0,0.0,0.0,1.0,2,2,False
596,2,21.773972602739725,0,0,1.0,0.0,0.0,0.0,1.0,1,0,True
597,3,49.0,0,0,0.0,1.0,0.0,0.0,1.0,3,0,True
598,3,32.368090452261306,0,0,0.0,1.0,1.0,0.0,0.0,1,0,True
599,1,49.0,1,0,0.0,1.0,1.0,0.0,0.0,3,1,False
600,2,24.0,2,1,1.0,0.0,0.0,0.0,1.0,1,3,False
601,3,32.368090452261306,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
602,1,32.368090452261306,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
603,3,44.0,0,0,0.0,1.0,0.0,0.0,1.0,2,0,True
604,1,35.0,0,0,0.0,1.0,1.0,0.0,0.0,2,0,True
605,3,36.0,1,0,0.0,1.0,0.0,0.0,1.0,2,1,False
606,3,30.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
607,1,27.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
608,2,22.0,1,2,1.0,0.0,1.0,0.0,0.0,1,3,False
609,1,40.0,0,0,1.0,0.0,0.0,0.0,1.0,2,0,True
610,3,39.0,1,5,1.0,0.0,0.0,0.0,1.0,2,6,False
611,3,32.368090452261306,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
612,3,21.773972602739725,1,0,1.0,0.0,0.0,1.0,0.0,1,1,False
613,3,32.368090452261306,0,0,0.0,1.0,0.0,1.0,0.0,1,0,True
614,3,35.0,0,0,0.0,1.0,0.0,0.0,1.0,2,0,True
615,2,24.0,1,2,1.0,0.0,0.0,0.0,1.0,1,3,False
616,3,34.0,1,1,0.0,1.0,0.0,0.0,1.0,2,2,False
617,3,26.0,1,0,1.0,0.0,0.0,0.0,1.0,1,1,False
618,2,4.0,2,1,1.0,0.0,0.0,0.0,1.0,0,3,False
619,2,26.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
620,3,27.0,1,0,0.0,1.0,1.0,0.0,0.0,1,1,False
621,1,42.0,1,0,0.0,1.0,0.0,0.0,1.0,2,1,False
622,3,20.0,1,1,0.0,1.0,1.0,0.0,0.0,1,2,False
623,3,21.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
624,3,21.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
625,1,61.0,0,0,0.0,1.0,0.0,0.0,1.0,3,0,True
626,2,57.0,0,0,0.0,1.0,0.0,1.0,0.0,3,0,True
627,1,21.0,0,0,1.0,0.0,0.0,0.0,1.0,1,0,True
628,3,26.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
629,3,32.368090452261306,0,0,0.0,1.0,0.0,1.0,0.0,1,0,True
630,1,80.0,0,0,0.0,1.0,0.0,0.0,1.0,4,0,True
631,3,51.0,0,0,0.0,1.0,0.0,0.0,1.0,3,0,True
632,1,32.0,0,0,0.0,1.0,1.0,0.0,0.0,1,0,True
633,1,32.368090452261306,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
634,3,9.0,3,2,1.0,0.0,0.0,0.0,1.0,0,5,False
635,2,28.0,0,0,1.0,0.0,0.0,0.0,1.0,1,0,True
636,3,32.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
637,2,31.0,1,1,0.0,1.0,0.0,0.0,1.0,1,2,False
638,3,41.0,0,5,1.0,0.0,0.0,0.0,1.0,2,5,False
639,3,32.368090452261306,1,0,0.0,1.0,0.0,0.0,1.0,1,1,False
640,3,20.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
641,1,24.0,0,0,1.0,0.0,1.0,0.0,0.0,1,0,True
642,3,2.0,3,2,1.0,0.0,0.0,0.0,1.0,0,5,False
643,3,32.368090452261306,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
644,3,0.75,2,1,1.0,0.0,1.0,0.0,0.0,0,3,False
645,1,48.0,1,0,0.0,1.0,1.0,0.0,0.0,2,1,False
646,3,19.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
647,1,56.0,0,0,0.0,1.0,1.0,0.0,0.0,3,0,True
648,3,32.368090452261306,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
649,3,23.0,0,0,1.0,0.0,0.0,0.0,1.0,1,0,True
650,3,32.368090452261306,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
651,2,18.0,0,1,1.0,0.0,0.0,0.0,1.0,1,1,False
652,3,21.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
653,3,21.773972602739725,0,0,1.0,0.0,0.0,1.0,0.0,1,0,True
654,3,18.0,0,0,1.0,0.0,0.0,1.0,0.0,1,0,True
655,2,24.0,2,0,0.0,1.0,0.0,0.0,1.0,1,2,False
656,3,32.368090452261306,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
657,3,32.0,1,1,1.0,0.0,0.0,1.0,0.0,1,2,False
658,2,23.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
659,1,58.0,0,2,0.0,1.0,1.0,0.0,0.0,3,2,False
660,1,50.0,2,0,0.0,1.0,0.0,0.0,1.0,3,2,False
661,3,40.0,0,0,0.0,1.0,1.0,0.0,0.0,2,0,True
662,1,47.0,0,0,0.0,1.0,0.0,0.0,1.0,2,0,True
663,3,36.0,0,0,0.0,1.0,0.0,0.0,1.0,2,0,True
664,3,20.0,1,0,0.0,1.0,0.0,0.0,1.0,1,1,False
665,2,32.0,2,0,0.0,1.0,0.0,0.0,1.0,1,2,False
666,2,25.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
667,3,32.368090452261306,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
668,3,43.0,0,0,0.0,1.0,0.0,0.0,1.0,2,0,True
669,1,35.898148148148145,1,0,1.0,0.0,0.0,0.0,1.0,2,1,False
670,2,40.0,1,1,1.0,0.0,0.0,0.0,1.0,2,2,False
671,1,31.0,1,0,0.0,1.0,0.0,0.0,1.0,1,1,False
672,2,70.0,0,0,0.0,1.0,0.0,0.0,1.0,4,0,True
673,2,31.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
674,2,32.368090452261306,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
675,3,18.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
676,3,24.5,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
677,3,18.0,0,0,1.0,0.0,0.0,0.0,1.0,1,0,True
678,3,43.0,1,6,1.0,0.0,0.0,0.0,1.0,2,7,False
679,1,36.0,0,1,0.0,1.0,1.0,0.0,0.0,2,1,False
680,3,21.773972602739725,0,0,1.0,0.0,0.0,1.0,0.0,1,0,True
681,1,27.0,0,0,0.0,1.0,1.0,0.0,0.0,1,0,True
682,3,20.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
683,3,14.0,5,2,0.0,1.0,0.0,0.0,1.0,0,7,False
684,2,60.0,1,1,0.0,1.0,0.0,0.0,1.0,3,2,False
685,2,25.0,1,2,0.0,1.0,1.0,0.0,0.0,1,3,False
686,3,14.0,4,1,0.0,1.0,0.0,0.0,1.0,0,5,False
687,3,19.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
688,3,18.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
689,1,15.0,0,1,1.0,0.0,0.0,0.0,1.0,0,1,False
690,1,31.0,1,0,0.0,1.0,0.0,0.0,1.0,1,1,False
691,3,4.0,0,1,1.0,0.0,1.0,0.0,0.0,0,1,False
692,3,32.368090452261306,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
693,3,25.0,0,0,0.0,1.0,1.0,0.0,0.0,1,0,True
694,1,60.0,0,0,0.0,1.0,0.0,0.0,1.0,3,0,True
695,2,52.0,0,0,0.0,1.0,0.0,0.0,1.0,3,0,True
696,3,44.0,0,0,0.0,1.0,0.0,0.0,1.0,2,0,True
697,3,21.773972602739725,0,0,1.0,0.0,0.0,1.0,0.0,1,0,True
698,1,49.0,1,1,0.0,1.0,1.0,0.0,0.0,3,2,False
699,3,42.0,0,0,0.0,1.0,0.0,0.0,1.0,2,0,True
700,1,18.0,1,0,1.0,0.0,1.0,0.0,0.0,1,1,False
701,1,35.0,0,0,0.0,1.0,0.0,0.0,1.0,2,0,True
702,3,18.0,0,1,1.0,0.0,1.0,0.0,0.0,1,1,False
703,3,25.0,0,0,0.0,1.0,0.0,1.0,0.0,1,0,True
704,3,26.0,1,0,0.0,1.0,0.0,0.0,1.0,1,1,False
705,2,39.0,0,0,0.0,1.0,0.0,0.0,1.0,2,0,True
706,2,45.0,0,0,1.0,0.0,0.0,0.0,1.0,2,0,True
707,1,42.0,0,0,0.0,1.0,0.0,0.0,1.0,2,0,True
708,1,22.0,0,0,1.0,0.0,0.0,0.0,1.0,1,0,True
709,3,4.574166666666667,1,1,0.0,1.0,1.0,0.0,0.0,0,2,False
710,1,24.0,0,0,1.0,0.0,1.0,0.0,0.0,1,0,True
711,1,32.368090452261306,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
712,1,48.0,1,0,0.0,1.0,0.0,0.0,1.0,2,1,False
713,3,29.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
714,2,52.0,0,0,0.0,1.0,0.0,0.0,1.0,3,0,True
715,3,19.0,0,0,0.0,1.0,0.0,0.0,1.0,1,0,True
716,1,38.0,0,0,1.0,0.0,1.0,0.0,0.0,2,0,True
